chr	start	end	BS	BS.norm	boundary	TADid	TAD
I	2465000	2469999	  4.266	-3.115e-01	0	37	1
I	2470000	2474999	  4.250	-3.277e-01	0	37	1
I	2475000	2479999	  4.205	-3.721e-01	0	37	1
I	2480000	2484999	  4.082	-4.953e-01	0	37	1
I	2485000	2489999	  4.014	-5.634e-01	0	37	1
I	2490000	2494999	  4.061	-5.162e-01	0	37	1
I	2495000	2499999	  4.110	-4.670e-01	0	37	1
I	2500000	2504999	  4.182	-3.951e-01	0	37	1
I	2505000	2509999	  4.333	-2.439e-01	0	37	1
I	2510000	2514999	  4.309	-2.680e-01	0	37	1
I	2515000	2519999	  4.113	-4.642e-01	0	37	1
I	2520000	2524999	  3.959	-6.188e-01	0	37	1
I	2525000	2529999	  3.988	-5.894e-01	0	37	1
I	2530000	2534999	  4.261	-3.164e-01	0	37	1
I	2535000	2539999	  4.579	 1.445e-03	0	37	1
I	2540000	2544999	  4.851	 2.735e-01	0	37	1
I	2545000	2549999	  5.042	 4.651e-01	1	37.5	0
I	2550000	2554999	  4.953	 3.754e-01	0	38	1
I	2555000	2559999	  4.718	 1.409e-01	0	38	1
I	2560000	2564999	  4.500	-7.710e-02	0	38	1
I	2565000	2569999	  4.269	-3.086e-01	0	38	1
I	2570000	2574999	  4.061	-5.163e-01	0	38	1
I	2575000	2579999	  4.001	-5.763e-01	0	38	1
I	2580000	2584999	  3.795	-7.828e-01	0	38	1
I	2585000	2589999	  3.659	-9.179e-01	0	38	1
I	2590000	2594999	  3.615	-9.623e-01	0	38	1
I	2595000	2599999	  3.633	-9.447e-01	0	38	1
I	2600000	2604999	  3.691	-8.864e-01	0	38	1
I	2605000	2609999	  3.768	-8.092e-01	0	38	1
I	2610000	2614999	  3.934	-6.433e-01	0	38	1
I	2615000	2619999	  4.123	-4.548e-01	0	38	1
I	2620000	2624999	  4.345	-2.327e-01	0	38	1
I	2625000	2629999	  4.455	-1.222e-01	0	38	1
I	2630000	2634999	  4.378	-1.995e-01	0	38	1
I	2635000	2639999	  4.375	-2.028e-01	0	38	1
I	2640000	2644999	  4.437	-1.408e-01	0	38	1
I	2645000	2649999	  4.541	-3.639e-02	0	38	1
I	2650000	2654999	  4.727	 1.495e-01	0	38	1
I	2655000	2659999	  4.937	 3.600e-01	0	38	1
I	2660000	2664999	  5.141	 5.638e-01	1	38.5	0
I	2665000	2669999	  5.079	 5.021e-01	0	39	1
I	2670000	2674999	  4.864	 2.863e-01	0	39	1
I	2675000	2679999	  4.569	-8.446e-03	0	39	1
I	2680000	2684999	  4.460	-1.176e-01	0	39	1
I	2685000	2689999	  4.399	-1.781e-01	0	39	1
I	2690000	2694999	  4.495	-8.275e-02	0	39	1
I	2695000	2699999	  4.595	 1.730e-02	0	39	1
I	2700000	2704999	  4.687	 1.093e-01	0	39	1
I	2705000	2709999	  4.783	 2.059e-01	0	39	1
I	2710000	2714999	  4.761	 1.838e-01	0	39	1
I	2715000	2719999	  4.857	 2.798e-01	0	39	1
I	2720000	2724999	  4.868	 2.909e-01	0	39	1
I	2725000	2729999	  4.930	 3.528e-01	0	39	1
I	2730000	2734999	  5.102	 5.250e-01	1	39.5	0
I	2735000	2739999	  5.014	 4.371e-01	0	40	1
I	2740000	2744999	  4.732	 1.549e-01	0	40	1
I	2745000	2749999	  4.531	-4.615e-02	0	40	1
I	2750000	2754999	  4.312	-2.652e-01	0	40	1
I	2755000	2759999	  4.277	-3.001e-01	0	40	1
I	2760000	2764999	  4.325	-2.523e-01	0	40	1
I	2765000	2769999	  4.372	-2.053e-01	0	40	1
I	2770000	2774999	  4.547	-3.006e-02	0	40	1
I	2775000	2779999	  4.735	 1.576e-01	0	40	1
I	2780000	2784999	  4.987	 4.097e-01	0	40	1
I	2785000	2789999	  5.369	 7.913e-01	0	40	1
I	2790000	2794999	  5.460	 8.825e-01	1	40.5	0
I	2795000	2799999	  5.418	 8.407e-01	0	41	0
I	2800000	2804999	  5.345	 7.679e-01	0	41	0
I	2805000	2809999	  5.361	 7.833e-01	0	41	0
I	2810000	2814999	  5.238	 6.610e-01	0	41	0
I	2815000	2819999	  5.085	 5.072e-01	0	41	0
I	2820000	2824999	  5.087	 5.101e-01	0	41	0
I	2825000	2829999	  5.118	 5.408e-01	1	41.5	0
I	2830000	2834999	  5.050	 4.724e-01	0	42	0
I	2835000	2839999	  4.860	 2.831e-01	0	42	0
I	2840000	2844999	  4.932	 3.548e-01	0	42	0
I	2845000	2849999	  4.842	 2.649e-01	0	42	0
I	2850000	2854999	  4.976	 3.982e-01	1	42.5	0
I	2855000	2859999	  4.889	 3.120e-01	0	43	1
I	2860000	2864999	  4.750	 1.723e-01	0	43	1
I	2865000	2869999	  4.504	-7.321e-02	0	43	1
I	2870000	2874999	  4.440	-1.373e-01	0	43	1
I	2875000	2879999	  4.317	-2.606e-01	0	43	1
I	2880000	2884999	  4.268	-3.089e-01	0	43	1
I	2885000	2889999	  4.353	-2.246e-01	0	43	1
I	2890000	2894999	  4.501	-7.654e-02	0	43	1
I	2895000	2899999	  4.566	-1.101e-02	0	43	1
I	2900000	2904999	  4.549	-2.860e-02	0	43	1
I	2905000	2909999	  4.581	 3.312e-03	1	43.5	0
I	2910000	2914999	  4.404	-1.738e-01	0	44	1
I	2915000	2919999	  4.359	-2.183e-01	0	44	1
I	2920000	2924999	  4.707	 1.298e-01	1	44.5	0
I	2925000	2929999	  3.752	-8.254e-01	0	45	1
I	2930000	2934999	  4.463	-1.140e-01	0	45	1
I	2935000	2939999	  4.467	-1.100e-01	0	45	1
I	2940000	2944999	  3.724	-8.534e-01	0	45	1
I	2945000	2949999	  4.641	 6.387e-02	1	45.5	0
I	2950000	2954999	  4.488	-8.899e-02	0	46	1
I	2955000	2959999	  4.304	-2.733e-01	0	46	1
I	2960000	2964999	  4.078	-4.994e-01	0	46	1
I	2965000	2969999	  3.786	-7.912e-01	0	46	1
I	2970000	2974999	  3.788	-7.893e-01	0	46	1
I	2975000	2979999	  3.867	-7.106e-01	0	46	1
I	2980000	2984999	  3.779	-7.978e-01	0	46	1
I	2985000	2989999	  3.893	-6.844e-01	0	46	1
I	2990000	2994999	  4.036	-5.409e-01	0	46	1
I	2995000	2999999	  4.112	-4.657e-01	0	46	1
I	3000000	3004999	  4.237	-3.406e-01	0	46	1
I	3005000	3009999	  4.411	-1.665e-01	0	46	1
I	3010000	3014999	  4.640	 6.277e-02	0	46	1
I	3015000	3019999	  4.870	 2.931e-01	1	46.5	0
I	3020000	3024999	  4.754	 1.770e-01	0	47	0
I	3025000	3029999	  4.717	 1.394e-01	0	47	0
I	3030000	3034999	  4.742	 1.643e-01	0	47	0
I	3035000	3039999	  4.828	 2.503e-01	0	47	0
I	3040000	3044999	  5.311	 7.341e-01	1	47.5	0
I	3045000	3049999	  5.286	 7.088e-01	0	48	0
I	3050000	3054999	  4.971	 3.934e-01	0	48	0
I	3055000	3059999	  4.647	 7.001e-02	0	48	0
I	3060000	3064999	  4.674	 9.685e-02	0	48	0
I	3065000	3069999	  4.851	 2.739e-01	1	48.5	0
I	3070000	3074999	  4.805	 2.279e-01	0	49	1
I	3075000	3079999	  4.748	 1.709e-01	0	49	1
I	3080000	3084999	  4.574	-3.323e-03	0	49	1
I	3085000	3089999	  4.488	-8.904e-02	0	49	1
I	3090000	3094999	  4.325	-2.523e-01	0	49	1
I	3095000	3099999	  4.192	-3.853e-01	0	49	1
I	3100000	3104999	  4.079	-4.980e-01	0	49	1
I	3105000	3109999	  4.106	-4.710e-01	0	49	1
I	3110000	3114999	  4.158	-4.196e-01	0	49	1
I	3115000	3119999	  4.152	-4.252e-01	0	49	1
I	3120000	3124999	  4.071	-5.067e-01	0	49	1
I	3125000	3129999	  4.126	-4.513e-01	0	49	1
I	3130000	3134999	  4.312	-2.654e-01	0	49	1
I	3135000	3139999	  4.551	-2.662e-02	0	49	1
I	3140000	3144999	  4.694	 1.162e-01	0	49	1
I	3145000	3149999	  4.739	 1.618e-01	1	49.5	0
I	3150000	3154999	  4.609	 3.205e-02	0	50	1
I	3155000	3159999	  4.501	-7.584e-02	0	50	1
I	3160000	3164999	  4.604	 2.690e-02	0	50	1
I	3165000	3169999	  4.691	 1.135e-01	1	50.5	0
I	3170000	3174999	  4.588	 1.062e-02	0	51	1
I	3175000	3179999	  4.519	-5.813e-02	0	51	1
I	3180000	3184999	  4.395	-1.819e-01	0	51	1
I	3185000	3189999	  4.414	-1.630e-01	0	51	1
I	3190000	3194999	  4.418	-1.590e-01	0	51	1
I	3195000	3199999	  4.393	-1.842e-01	0	51	1
I	3200000	3204999	  4.560	-1.764e-02	0	51	1
I	3205000	3209999	  4.705	 1.278e-01	0	51	1
I	3210000	3214999	  4.848	 2.711e-01	1	51.5	0
I	3215000	3219999	  4.623	 4.559e-02	0	52	1
I	3220000	3224999	  4.382	-1.955e-01	0	52	1
I	3225000	3229999	  4.302	-2.754e-01	0	52	1
I	3230000	3234999	  4.345	-2.323e-01	0	52	1
I	3235000	3239999	  4.340	-2.377e-01	0	52	1
I	3240000	3244999	  4.309	-2.681e-01	0	52	1
I	3245000	3249999	  4.237	-3.407e-01	0	52	1
I	3250000	3254999	  4.277	-3.000e-01	0	52	1
I	3255000	3259999	  4.391	-1.861e-01	0	52	1
I	3260000	3264999	  4.392	-1.854e-01	0	52	1
I	3265000	3269999	  4.321	-2.565e-01	0	52	1
I	3270000	3274999	  4.402	-1.752e-01	0	52	1
I	3275000	3279999	  4.523	-5.397e-02	0	52	1
I	3280000	3284999	  4.511	-6.671e-02	0	52	1
I	3285000	3289999	  4.446	-1.309e-01	0	52	1
I	3290000	3294999	  4.421	-1.565e-01	0	52	1
I	3295000	3299999	  4.403	-1.739e-01	0	52	1
I	3300000	3304999	  4.261	-3.161e-01	0	52	1
I	3305000	3309999	  4.382	-1.950e-01	0	52	1
I	3310000	3314999	  4.578	 8.930e-04	0	52	1
I	3315000	3319999	  4.731	 1.532e-01	0	52	1
I	3320000	3324999	  4.727	 1.495e-01	0	52	1
I	3325000	3329999	  4.759	 1.816e-01	0	52	1
I	3330000	3334999	  4.832	 2.544e-01	0	52	1
I	3335000	3339999	  5.096	 5.182e-01	0	52	1
I	3340000	3344999	  5.486	 9.083e-01	0	52	1
I	3345000	3349999	  5.814	 1.237e+00	1	52.5	0
I	3350000	3354999	  5.676	 1.098e+00	0	53	1
I	3355000	3359999	  5.772	 1.195e+00	0	53	1
I	3360000	3364999	  4.278	-2.990e-01	0	53	1
I	3365000	3369999	  5.066	 4.887e-01	0	53	1
I	3370000	3374999	  4.565	-1.225e-02	0	53	1
I	3375000	3379999	  4.371	-2.063e-01	0	53	1
I	3380000	3384999	  4.340	-2.371e-01	0	53	1
I	3385000	3389999	  4.464	-1.130e-01	0	53	1
I	3390000	3394999	  4.417	-1.605e-01	0	53	1
I	3395000	3399999	  4.455	-1.224e-01	0	53	1
I	3400000	3404999	  4.536	-4.136e-02	0	53	1
I	3405000	3409999	  4.660	 8.225e-02	0	53	1
I	3410000	3414999	  4.891	 3.138e-01	0	53	1
I	3415000	3419999	  4.902	 3.250e-01	0	53	1
I	3420000	3424999	  4.912	 3.346e-01	0	53	1
I	3425000	3429999	  5.291	 7.137e-01	1	53.5	0
I	3430000	3434999	  5.277	 6.992e-01	0	54	0
I	3435000	3439999	  5.154	 5.768e-01	0	54	0
I	3440000	3444999	  5.040	 4.631e-01	0	54	0
I	3445000	3449999	  4.946	 3.689e-01	0	54	0
I	3450000	3454999	  4.879	 3.012e-01	0	54	0
I	3455000	3459999	  4.857	 2.801e-01	0	54	0
I	3460000	3464999	  4.874	 2.966e-01	0	54	0
I	3465000	3469999	  4.785	 2.081e-01	0	54	0
I	3470000	3474999	  4.658	 8.025e-02	0	54	0
I	3475000	3479999	  4.744	 1.670e-01	0	54	0
I	3480000	3484999	  4.775	 1.981e-01	0	54	0
I	3485000	3489999	  4.764	 1.863e-01	0	54	0
I	3490000	3494999	  4.944	 3.666e-01	0	54	0
I	3495000	3499999	  4.950	 3.725e-01	1	54.5	0
I	3500000	3504999	  4.928	 3.507e-01	0	55	1
I	3505000	3509999	  4.874	 2.964e-01	0	55	1
I	3510000	3514999	  4.664	 8.675e-02	0	55	1
I	3515000	3519999	  4.543	-3.468e-02	0	55	1
I	3520000	3524999	  4.571	-6.057e-03	0	55	1
I	3525000	3529999	  4.658	 8.110e-02	0	55	1
I	3530000	3534999	  4.783	 2.060e-01	1	55.5	0
I	3535000	3539999	  4.694	 1.165e-01	0	56	1
I	3540000	3544999	  4.509	-6.797e-02	0	56	1
I	3545000	3549999	  4.460	-1.174e-01	0	56	1
I	3550000	3554999	  4.425	-1.522e-01	0	56	1
I	3555000	3559999	  4.319	-2.580e-01	0	56	1
I	3560000	3564999	  4.252	-3.250e-01	0	56	1
I	3565000	3569999	  4.075	-5.028e-01	0	56	1
I	3570000	3574999	  3.923	-6.539e-01	0	56	1
I	3575000	3579999	  3.873	-7.039e-01	0	56	1
I	3580000	3584999	  4.122	-4.558e-01	0	56	1
I	3585000	3589999	  4.292	-2.850e-01	0	56	1
I	3590000	3594999	  4.382	-1.951e-01	0	56	1
I	3595000	3599999	  4.506	-7.157e-02	0	56	1
I	3600000	3604999	  4.603	 2.590e-02	0	56	1
I	3605000	3609999	  4.703	 1.257e-01	1	56.5	0
I	3610000	3614999	  4.627	 5.009e-02	0	57	1
I	3615000	3619999	  4.591	 1.320e-02	0	57	1
I	3620000	3624999	  4.389	-1.881e-01	0	57	1
I	3625000	3629999	  4.227	-3.507e-01	0	57	1
I	3630000	3634999	  4.216	-3.616e-01	0	57	1
I	3635000	3639999	  4.229	-3.483e-01	0	57	1
I	3640000	3644999	  4.389	-1.881e-01	0	57	1
I	3645000	3649999	  4.642	 6.505e-02	0	57	1
I	3650000	3654999	  4.826	 2.489e-01	0	57	1
I	3655000	3659999	  5.057	 4.795e-01	0	57	1
I	3660000	3664999	  5.108	 5.309e-01	1	57.5	0
I	3665000	3669999	  5.069	 4.913e-01	0	58	0
I	3670000	3674999	  4.994	 4.164e-01	0	58	0
I	3675000	3679999	  4.945	 3.673e-01	0	58	0
I	3680000	3684999	  4.867	 2.894e-01	0	58	0
I	3685000	3689999	  4.892	 3.143e-01	0	58	0
I	3690000	3694999	  4.806	 2.289e-01	0	58	0
I	3695000	3699999	  4.855	 2.775e-01	0	58	0
I	3700000	3704999	  4.881	 3.036e-01	0	58	0
I	3705000	3709999	  5.008	 4.306e-01	0	58	0
I	3710000	3714999	  5.192	 6.147e-01	0	58	0
I	3715000	3719999	  5.010	 4.326e-01	0	58	0
I	3720000	3724999	  5.463	 8.855e-01	0	58	0
I	3725000	3729999	  5.640	 1.062e+00	0	58	0
I	3730000	3734999	  5.719	 1.142e+00	0	58	0
I	3735000	3739999	  5.646	 1.069e+00	0	58	0
I	3740000	3744999	  5.785	 1.208e+00	0	58	0
I	3745000	3749999	  6.924	 1.287e+00	0	58	0
I	3750000	3754999	 11.528	 1.287e+00	1	58.5	0
I	3755000	3759999	  8.895	 1.287e+00	0	59	0
I	3760000	3764999	  8.340	 1.287e+00	0	59	0
I	3765000	3769999	  8.080	 1.287e+00	0	59	0
I	3770000	3774999	  8.010	 1.287e+00	0	59	0
I	3775000	3779999	  8.189	 1.287e+00	0	59	0
I	3780000	3784999	  8.388	 1.287e+00	0	59	0
I	3785000	3789999	  8.771	 1.287e+00	0	59	0
I	3790000	3794999	 11.211	 1.287e+00	1	59.5	0
I	3795000	3799999	  6.276	 1.287e+00	0	60	1
I	3800000	3804999	  5.041	 4.637e-01	0	60	1
I	3805000	3809999	  4.532	-4.530e-02	0	60	1
I	3810000	3814999	  4.263	-3.146e-01	0	60	1
I	3815000	3819999	  4.055	-5.222e-01	0	60	1
I	3820000	3824999	  4.333	-2.444e-01	0	60	1
I	3825000	3829999	  4.507	-7.070e-02	0	60	1
I	3830000	3834999	  4.679	 1.020e-01	0	60	1
I	3835000	3839999	  4.925	 3.478e-01	0	60	1
I	3840000	3844999	  5.399	 8.217e-01	0	60	1
I	3845000	3849999	  5.351	 7.739e-01	0	60	1
I	3850000	3854999	  5.403	 8.252e-01	0	60	1
I	3855000	3859999	  5.540	 9.627e-01	0	60	1
I	3860000	3864999	  5.736	 1.159e+00	0	60	1
I	3865000	3869999	  6.340	 1.287e+00	1	60.5	0
I	3870000	3874999	  6.291	 1.287e+00	0	61	0
I	3875000	3879999	  6.111	 1.287e+00	0	61	0
I	3880000	3884999	  6.422	 1.287e+00	0	61	0
I	3885000	3889999	  7.178	 1.287e+00	1	61.5	0
I	3890000	3894999	  6.895	 1.287e+00	0	62	1
I	3895000	3899999	  6.164	 1.287e+00	0	62	1
I	3900000	3904999	  5.512	 9.351e-01	0	62	1
I	3905000	3909999	  5.063	 4.854e-01	0	62	1
I	3910000	3914999	  4.627	 4.996e-02	0	62	1
I	3915000	3919999	  4.329	-2.485e-01	0	62	1
I	3920000	3924999	  4.167	-4.106e-01	0	62	1
I	3925000	3929999	  3.854	-7.236e-01	0	62	1
I	3930000	3934999	  3.615	-9.621e-01	0	62	1
I	3935000	3939999	  3.576	-1.002e+00	0	62	1
I	3940000	3944999	  3.688	-8.894e-01	0	62	1
I	3945000	3949999	  3.623	-9.540e-01	0	62	1
I	3950000	3954999	  3.711	-8.659e-01	0	62	1
I	3955000	3959999	  3.945	-6.327e-01	0	62	1
I	3960000	3964999	  4.249	-3.283e-01	0	62	1
I	3965000	3969999	  4.885	 3.073e-01	0	62	1
I	3970000	3974999	  5.233	 6.561e-01	1	62.5	0
I	3975000	3979999	  5.072	 4.951e-01	0	63	1
I	3980000	3984999	  4.896	 3.182e-01	0	63	1
I	3985000	3989999	  4.867	 2.894e-01	0	63	1
I	3990000	3994999	  4.962	 3.847e-01	0	63	1
I	3995000	3999999	  4.013	-5.644e-01	0	63	1
I	4000000	4004999	  5.033	 4.561e-01	0	63	1
I	4005000	4009999	  5.051	 4.736e-01	1	63.5	0
I	4010000	4014999	  4.896	 3.189e-01	0	64	1
I	4015000	4019999	  4.953	 3.761e-01	0	64	1
I	4020000	4024999	  4.057	-5.204e-01	0	64	1
I	4025000	4029999	  5.210	 6.329e-01	0	64	1
I	4030000	4034999	  5.360	 7.826e-01	0	64	1
I	4035000	4039999	  5.417	 8.401e-01	1	64.5	0
I	4040000	4044999	  4.917	 3.395e-01	0	65	0
I	4045000	4049999	  4.739	 1.616e-01	0	65	0
I	4050000	4054999	  4.722	 1.451e-01	0	65	0
I	4055000	4059999	  4.812	 2.342e-01	0	65	0
I	4060000	4064999	  4.827	 2.492e-01	1	65.5	0
I	4065000	4069999	  4.676	 9.879e-02	0	66	1
I	4070000	4074999	  4.504	-7.310e-02	0	66	1
I	4075000	4079999	  4.410	-1.670e-01	0	66	1
I	4080000	4084999	  4.372	-2.052e-01	0	66	1
I	4085000	4089999	  4.511	-6.615e-02	0	66	1
I	4090000	4094999	  4.798	 2.210e-01	0	66	1
I	4095000	4099999	  4.843	 2.658e-01	1	66.5	0
I	4100000	4104999	  4.835	 2.575e-01	0	67	0
I	4105000	4109999	  4.790	 2.129e-01	0	67	0
I	4110000	4114999	  4.787	 2.101e-01	0	67	0
I	4115000	4119999	  4.738	 1.602e-01	0	67	0
I	4120000	4124999	  4.773	 1.958e-01	0	67	0
I	4125000	4129999	  4.918	 3.411e-01	1	67.5	0
I	4130000	4134999	  4.852	 2.748e-01	0	68	1
I	4135000	4139999	  4.628	 5.022e-02	0	68	1
I	4140000	4144999	  4.433	-1.442e-01	0	68	1
I	4145000	4149999	  4.189	-3.884e-01	0	68	1
I	4150000	4154999	  4.263	-3.141e-01	0	68	1
I	4155000	4159999	  4.375	-2.026e-01	0	68	1
I	4160000	4164999	  4.428	-1.490e-01	0	68	1
I	4165000	4169999	  4.510	-6.716e-02	0	68	1
I	4170000	4174999	  4.552	-2.532e-02	0	68	1
I	4175000	4179999	  4.509	-6.830e-02	0	68	1
I	4180000	4184999	  4.329	-2.486e-01	0	68	1
I	4185000	4189999	  4.281	-2.968e-01	0	68	1
I	4190000	4194999	  4.408	-1.692e-01	0	68	1
I	4195000	4199999	  4.551	-2.675e-02	0	68	1
I	4200000	4204999	  4.734	 1.562e-01	0	68	1
I	4205000	4209999	  5.189	 6.112e-01	1	68.5	0
I	4210000	4214999	  5.018	 4.407e-01	0	69	0
I	4215000	4219999	  4.930	 3.526e-01	0	69	0
I	4220000	4224999	  5.041	 4.632e-01	0	69	0
I	4225000	4229999	  5.080	 5.026e-01	1	69.5	0
I	4230000	4234999	  4.859	 2.821e-01	0	70	1
I	4235000	4239999	  4.717	 1.397e-01	0	70	1
I	4240000	4244999	  4.494	-8.323e-02	0	70	1
I	4245000	4249999	  4.335	-2.427e-01	0	70	1
I	4250000	4254999	  4.312	-2.652e-01	0	70	1
I	4255000	4259999	  4.245	-3.328e-01	0	70	1
I	4260000	4264999	  4.370	-2.077e-01	0	70	1
I	4265000	4269999	  4.581	 3.917e-03	0	70	1
I	4270000	4274999	  4.599	 2.160e-02	1	70.5	0
I	4275000	4279999	  4.475	-1.021e-01	0	71	1
I	4280000	4284999	  4.390	-1.873e-01	0	71	1
I	4285000	4289999	  4.355	-2.221e-01	0	71	1
I	4290000	4294999	  4.362	-2.151e-01	0	71	1
I	4295000	4299999	  4.388	-1.893e-01	0	71	1
I	4300000	4304999	  4.583	 5.365e-03	0	71	1
I	4305000	4309999	  4.823	 2.453e-01	0	71	1
I	4310000	4314999	  4.931	 3.533e-01	1	71.5	0
I	4315000	4319999	  4.739	 1.613e-01	0	72	1
I	4320000	4324999	  4.572	-5.060e-03	0	72	1
I	4325000	4329999	  4.626	 4.892e-02	0	72	1
I	4330000	4334999	  4.649	 7.141e-02	1	72.5	0
I	4335000	4339999	  4.544	-3.356e-02	0	73	1
I	4340000	4344999	  4.380	-1.970e-01	0	73	1
I	4345000	4349999	  4.174	-4.033e-01	0	73	1
I	4350000	4354999	  4.016	-5.609e-01	0	73	1
I	4355000	4359999	  4.052	-5.253e-01	0	73	1
I	4360000	4364999	  4.168	-4.097e-01	0	73	1
I	4365000	4369999	  4.275	-3.020e-01	0	73	1
I	4370000	4374999	  4.285	-2.923e-01	0	73	1
I	4375000	4379999	  4.447	-1.302e-01	0	73	1
I	4380000	4384999	  4.721	 1.440e-01	0	73	1
I	4385000	4389999	  4.866	 2.888e-01	0	73	1
I	4390000	4394999	  4.832	 2.545e-01	0	73	1
I	4395000	4399999	  4.868	 2.907e-01	0	73	1
I	4400000	4404999	  4.906	 3.289e-01	0	73	1
I	4405000	4409999	  4.947	 3.694e-01	0	73	1
I	4410000	4414999	  5.279	 7.012e-01	0	73	1
I	4415000	4419999	  5.530	 9.526e-01	1	73.5	0
I	4420000	4424999	  5.477	 8.997e-01	0	74	0
I	4425000	4429999	  5.264	 6.866e-01	0	74	0
I	4430000	4434999	  5.372	 7.942e-01	0	74	0
I	4435000	4439999	  5.360	 7.823e-01	0	74	0
I	4440000	4444999	  5.736	 1.159e+00	0	74	0
I	4445000	4449999	  5.833	 1.256e+00	1	74.5	0
I	4450000	4454999	  5.531	 9.534e-01	0	75	0
I	4455000	4459999	  5.333	 7.554e-01	0	75	0
I	4460000	4464999	  5.186	 6.089e-01	0	75	0
I	4465000	4469999	  4.994	 4.162e-01	0	75	0
I	4470000	4474999	  5.001	 4.240e-01	0	75	0
I	4475000	4479999	  5.006	 4.291e-01	0	75	0
I	4480000	4484999	  5.069	 4.913e-01	1	75.5	0
I	4485000	4489999	  4.858	 2.811e-01	0	76	1
I	4490000	4494999	  4.529	-4.863e-02	0	76	1
I	4495000	4499999	  4.373	-2.042e-01	0	76	1
I	4500000	4504999	  4.227	-3.500e-01	0	76	1
I	4505000	4509999	  4.063	-5.142e-01	0	76	1
I	4510000	4514999	  3.901	-6.765e-01	0	76	1
I	4515000	4519999	  3.848	-7.295e-01	0	76	1
I	4520000	4524999	  3.981	-5.962e-01	0	76	1
I	4525000	4529999	  3.334	-1.244e+00	0	76	1
I	4530000	4534999	  4.094	-4.834e-01	0	76	1
I	4535000	4539999	  3.994	-5.833e-01	0	76	1
I	4540000	4544999	  3.932	-6.458e-01	0	76	1
I	4545000	4549999	  3.987	-5.905e-01	0	76	1
I	4550000	4554999	  4.152	-4.255e-01	0	76	1
I	4555000	4559999	  4.272	-3.054e-01	0	76	1
I	4560000	4564999	  4.390	-1.872e-01	0	76	1
I	4565000	4569999	  4.487	-9.065e-02	0	76	1
I	4570000	4574999	  4.361	-2.168e-01	0	76	1
I	4575000	4579999	  4.229	-3.482e-01	0	76	1
I	4580000	4584999	  4.161	-4.159e-01	0	76	1
I	4585000	4589999	  4.134	-4.434e-01	0	76	1
I	4590000	4594999	  4.168	-4.091e-01	0	76	1
I	4595000	4599999	  4.227	-3.502e-01	0	76	1
I	4600000	4604999	  4.237	-3.406e-01	0	76	1
I	4605000	4609999	  4.322	-2.552e-01	0	76	1
I	4610000	4614999	  4.439	-1.380e-01	0	76	1
I	4615000	4619999	  4.684	 1.070e-01	0	76	1
I	4620000	4624999	  4.911	 3.341e-01	1	76.5	0
I	4625000	4629999	  4.717	 1.396e-01	0	77	1
I	4630000	4634999	  4.553	-2.436e-02	0	77	1
I	4635000	4639999	  4.420	-1.574e-01	0	77	1
I	4640000	4644999	  4.368	-2.098e-01	0	77	1
I	4645000	4649999	  4.317	-2.606e-01	0	77	1
I	4650000	4654999	  4.209	-3.683e-01	0	77	1
I	4655000	4659999	  4.190	-3.870e-01	0	77	1
I	4660000	4664999	  4.235	-3.422e-01	0	77	1
I	4665000	4669999	  4.382	-1.954e-01	0	77	1
I	4670000	4674999	  4.606	 2.872e-02	0	77	1
I	4675000	4679999	  4.613	 3.538e-02	0	77	1
I	4680000	4684999	  4.525	-5.280e-02	0	77	1
I	4685000	4689999	  4.633	 5.579e-02	0	77	1
I	4690000	4694999	  4.843	 2.655e-01	0	77	1
I	4695000	4699999	  5.189	 6.118e-01	0	77	1
I	4700000	4704999	  5.372	 7.948e-01	0	77	1
I	4705000	4709999	  5.308	 7.304e-01	0	77	1
I	4710000	4714999	  5.395	 8.175e-01	0	77	1
I	4715000	4719999	  5.513	 9.362e-01	1	77.5	0
I	4720000	4724999	  5.186	 6.087e-01	0	78	1
I	4725000	4729999	  4.938	 3.607e-01	0	78	1
I	4730000	4734999	  4.732	 1.549e-01	0	78	1
I	4735000	4739999	  4.668	 9.019e-02	0	78	1
I	4740000	4744999	  4.718	 1.411e-01	0	78	1
I	4745000	4749999	  4.652	 7.497e-02	0	78	1
I	4750000	4754999	  4.543	-3.395e-02	0	78	1
I	4755000	4759999	  4.588	 1.044e-02	0	78	1
I	4760000	4764999	  4.642	 6.503e-02	0	78	1
I	4765000	4769999	  4.648	 7.068e-02	1	78.5	0
I	4770000	4774999	  4.478	-9.969e-02	0	79	1
I	4775000	4779999	  4.268	-3.093e-01	0	79	1
I	4780000	4784999	  4.206	-3.711e-01	0	79	1
I	4785000	4789999	  4.161	-4.168e-01	0	79	1
I	4790000	4794999	  4.183	-3.942e-01	0	79	1
I	4795000	4799999	  4.290	-2.872e-01	0	79	1
I	4800000	4804999	  4.485	-9.195e-02	0	79	1
I	4805000	4809999	  4.712	 1.342e-01	0	79	1
I	4810000	4814999	  4.736	 1.588e-01	1	79.5	0
I	4815000	4819999	  4.581	 4.059e-03	0	80	0
I	4820000	4824999	  4.582	 4.351e-03	0	80	0
I	4825000	4829999	  4.605	 2.794e-02	0	80	0
I	4830000	4834999	  4.659	 8.207e-02	0	80	0
I	4835000	4839999	  4.712	 1.350e-01	1	80.5	0
I	4840000	4844999	  4.544	-3.293e-02	0	81	1
I	4845000	4849999	  4.257	-3.200e-01	0	81	1
I	4850000	4854999	  4.140	-4.369e-01	0	81	1
