chr	start	end	BS	BS.norm	boundary	TADid	TAD
I	1328400	1328599	 3.07	0.7529	0	366	1
I	1328600	1328799	2.977	0.6595	0	366	1
I	1328800	1328999	2.769	0.4513	0	366	1
I	1329000	1329199	2.621	0.3034	0	366	1
I	1329200	1329399	2.627	0.3101	0	366	1
I	1329400	1329599	2.481	0.1635	0	366	1
I	1329600	1329799	1.984	-0.333	0	366	1
I	1329800	1329999	1.814	-0.5036	0	366	1
I	1330000	1330199	1.629	-0.6881	0	366	1
I	1330200	1330399	1.618	-0.6992	0	366	1
I	1330400	1330599	1.701	-0.6161	0	366	1
I	1330600	1330799	1.759	-0.5585	0	366	1
I	1330800	1330999	1.883	-0.434	0	366	1
I	1331000	1331199	2.076	-0.2417	0	366	1
I	1331200	1331399	2.383	0.06549	0	366	1
I	1331400	1331599	2.608	0.2909	0	366	1
I	1331600	1331799	2.687	0.3699	0	366	1
I	1331800	1331999	2.748	0.4305	0	366	1
I	1332000	1332199	2.712	0.3946	0	366	1
I	1332200	1332399	3.087	0.7693	0	366	1
I	1332400	1332599	3.169	0.8514	0	366	1
I	1332600	1332799	3.237	0.9202	0	366	1
I	1332800	1332999	3.288	0.9709	0	366	1
I	1333000	1333199	 3.28	0.9622	0	366	1
I	1333200	1333399	3.381	1.064	1	366.5	0
I	1333400	1333599	3.116	0.7985	0	367	1
I	1333600	1333799	2.988	0.6704	0	367	1
I	1333800	1333999	2.632	0.3146	0	367	1
I	1334000	1334199	2.235	-0.08256	0	367	1
I	1334200	1334399	 1.83	-0.4876	0	367	1
I	1334400	1334599	1.803	-0.5142	0	367	1
I	1334600	1334799	 1.96	-0.3569	0	367	1
I	1334800	1334999	2.224	-0.09299	0	367	1
I	1335000	1335199	2.415	0.09749	0	367	1
I	1335200	1335399	2.507	0.1901	0	367	1
I	1335400	1335599	2.619	0.302	0	367	1
I	1335600	1335799	2.655	0.3379	1	367.5	0
I	1335800	1335999	 2.64	0.3225	0	368	1
I	1336000	1336199	2.432	0.1143	0	368	1
I	1336200	1336399	2.344	0.02645	0	368	1
I	1336400	1336599	2.149	-0.1687	0	368	1
I	1336600	1336799	2.129	-0.1883	0	368	1
I	1336800	1336999	1.999	-0.3186	0	368	1
I	1337000	1337199	1.992	-0.3255	0	368	1
I	1337200	1337399	1.386	-0.9315	0	368	1
I	1337400	1337599	1.326	-0.9917	0	368	1
I	1337600	1337799	1.385	-0.932	0	368	1
I	1337800	1337999	1.394	-0.9234	0	368	1
I	1338000	1338199	1.484	-0.833	0	368	1
I	1338200	1338399	1.544	-0.7728	0	368	1
I	1338400	1338599	1.671	-0.6464	0	368	1
I	1338600	1338799	1.929	-0.388	0	368	1
I	1338800	1338999	2.052	-0.2651	0	368	1
I	1339000	1339199	2.195	-0.1219	0	368	1
I	1339200	1339399	2.409	0.0921	0	368	1
I	1339400	1339599	2.725	0.4075	0	368	1
I	1339600	1339799	 3.04	0.7229	0	368	1
I	1339800	1339999	3.361	1.043	0	368	1
I	1340000	1340199	3.616	1.299	0	368	1
I	1340200	1340399	3.998	1.681	1	368.5	0
I	1340400	1340599	3.618	1.301	0	369	1
I	1340600	1340799	3.339	1.022	0	369	1
I	1340800	1340999	3.197	0.8801	0	369	1
I	1341000	1341199	2.599	0.2814	0	369	1
I	1341200	1341399	 1.52	-0.7972	0	369	1
I	1341400	1341599	1.364	-0.953	0	369	1
I	1341600	1341799	1.361	-0.9565	0	369	1
I	1341800	1341999	1.414	-0.9036	0	369	1
I	1342000	1342199	1.406	-0.9117	0	369	1
I	1342200	1342399	1.481	-0.8366	0	369	1
I	1342400	1342599	1.495	-0.8218	0	369	1
I	1342600	1342799	1.514	-0.8037	0	369	1
I	1342800	1342999	1.546	-0.7708	0	369	1
I	1343000	1343199	1.617	-0.7003	0	369	1
I	1343200	1343399	1.675	-0.6428	0	369	1
I	1343400	1343599	1.625	-0.6922	0	369	1
I	1343600	1343799	1.572	-0.7452	0	369	1
I	1343800	1343999	1.552	-0.7656	0	369	1
I	1344000	1344199	1.509	-0.808	0	369	1
I	1344200	1344399	1.538	-0.7794	0	369	1
I	1344400	1344599	1.542	-0.7751	0	369	1
I	1344600	1344799	1.749	-0.5679	0	369	1
I	1344800	1344999	1.869	-0.4486	0	369	1
I	1345000	1345199	1.894	-0.423	0	369	1
I	1345200	1345399	 1.76	-0.5574	0	369	1
I	1345400	1345599	 1.76	-0.557	0	369	1
I	1345600	1345799	1.722	-0.5948	0	369	1
I	1345800	1345999	1.804	-0.5133	0	369	1
I	1346000	1346199	2.079	-0.2383	0	369	1
I	1346200	1346399	2.182	-0.1354	0	369	1
I	1346400	1346599	2.114	-0.2035	0	369	1
I	1346600	1346799	1.981	-0.3368	0	369	1
I	1346800	1346999	1.993	-0.3241	0	369	1
I	1347000	1347199	1.923	-0.3946	0	369	1
I	1347200	1347399	1.845	-0.4719	0	369	1
I	1347400	1347599	1.874	-0.4437	0	369	1
I	1347600	1347799	1.778	-0.5389	0	369	1
I	1347800	1347999	1.948	-0.3693	0	369	1
I	1348000	1348199	2.266	-0.05119	0	369	1
I	1348200	1348399	2.446	0.1288	0	369	1
I	1348400	1348599	2.867	0.5498	1	369.5	0
I	1348600	1348799	2.863	0.5455	0	370	1
I	1348800	1348999	2.694	0.377	0	370	1
I	1349000	1349199	2.347	0.02984	0	370	1
I	1349200	1349399	2.256	-0.06162	0	370	1
I	1349400	1349599	1.815	-0.5024	0	370	1
I	1349600	1349799	1.652	-0.6656	0	370	1
I	1349800	1349999	1.506	-0.8116	0	370	1
I	1350000	1350199	1.507	-0.8107	0	370	1
I	1350200	1350399	1.573	-0.7442	0	370	1
I	1350400	1350599	1.744	-0.5731	0	370	1
I	1350600	1350799	1.978	-0.3389	0	370	1
I	1350800	1350999	2.097	-0.2206	0	370	1
I	1351000	1351199	2.205	-0.112	0	370	1
I	1351200	1351399	2.382	0.06503	0	370	1
I	1351400	1351599	2.463	0.1456	0	370	1
I	1351600	1351799	2.509	0.1918	1	370.5	0
I	1351800	1351999	2.424	0.1064	0	371	1
I	1352000	1352199	2.244	-0.07297	0	371	1
I	1352200	1352399	1.875	-0.4425	0	371	1
I	1352400	1352599	1.763	-0.5538	0	371	1
I	1352600	1352799	1.784	-0.5335	0	371	1
I	1352800	1352999	1.728	-0.5894	0	371	1
I	1353000	1353199	1.832	-0.4851	0	371	1
I	1353200	1353399	2.021	-0.2964	0	371	1
I	1353400	1353599	2.212	-0.1054	0	371	1
I	1353600	1353799	2.794	0.4763	0	371	1
I	1353800	1353999	3.349	1.032	0	371	1
I	1354000	1354199	3.448	 1.13	1	371.5	0
I	1354200	1354399	3.413	1.096	0	372	1
I	1354400	1354599	3.138	0.821	0	372	1
I	1354600	1354799	3.007	0.6893	0	372	1
I	1354800	1354999	2.815	0.4975	0	372	1
I	1355000	1355199	2.237	-0.08065	0	372	1
I	1355200	1355399	1.762	-0.555	0	372	1
I	1355400	1355599	1.626	-0.6909	0	372	1
I	1355600	1355799	1.519	-0.7982	0	372	1
I	1355800	1355999	1.456	-0.8614	0	372	1
I	1356000	1356199	1.425	-0.8928	0	372	1
I	1356200	1356399	1.417	-0.9004	0	372	1
I	1356400	1356599	1.603	-0.7141	0	372	1
I	1356600	1356799	1.842	-0.4752	0	372	1
I	1356800	1356999	2.127	-0.1899	0	372	1
I	1357000	1357199	3.038	0.721	0	372	1
I	1357200	1357399	3.313	0.9959	1	372.5	0
I	1357400	1357599	3.211	0.894	0	373	0
I	1357600	1357799	3.287	0.9702	0	373	0
I	1357800	1357999	3.441	1.124	0	373	0
I	1358000	1358199	4.624	2.306	1	373.5	0
I	1358200	1358399	4.144	1.827	0	374	0
I	1358400	1358599	3.923	1.606	0	374	0
I	1358600	1358799	3.444	1.127	0	374	0
I	1358800	1358999	2.761	0.4433	0	374	0
I	1359000	1359199	2.444	0.1271	0	374	0
I	1359200	1359399	2.892	0.5742	0	374	0
I	1359400	1359599	3.042	0.7249	0	374	0
I	1359600	1359799	 2.93	0.6127	0	374	0
I	1359800	1359999	3.129	0.8116	0	374	0
I	1360000	1360199	3.527	 1.21	0	374	0
I	1360200	1360399	  3.8	1.483	0	374	0
I	1360400	1360599	3.956	1.639	0	374	0
I	1360600	1360799	3.879	1.561	0	374	0
I	1360800	1360999	4.268	 1.95	0	374	0
I	1361000	1361199	4.735	2.418	1	374.5	0
I	1361200	1361399	 4.46	2.143	0	375	1
I	1361400	1361599	3.045	0.7273	0	375	1
I	1361600	1361799	2.852	0.5347	0	375	1
I	1361800	1361999	2.019	-0.2981	0	375	1
I	1362000	1362199	  1.7	-0.6172	0	375	1
I	1362200	1362399	1.511	-0.806	0	375	1
I	1362400	1362599	1.578	-0.739	0	375	1
I	1362600	1362799	1.404	-0.913	0	375	1
I	1362800	1362999	1.381	-0.9367	0	375	1
I	1363000	1363199	1.376	-0.9414	0	375	1
I	1363200	1363399	1.314	-1.003	0	375	1
I	1363400	1363599	1.512	-0.8051	0	375	1
I	1363600	1363799	1.625	-0.6921	0	375	1
I	1363800	1363999	2.347	0.02972	0	375	1
I	1364000	1364199	2.632	0.315	0	375	1
I	1364200	1364399	3.004	0.6868	0	375	1
I	1364400	1364599	 3.06	0.7427	0	375	1
I	1364600	1364799	3.083	0.7661	1	375.5	0
I	1364800	1364999	2.865	0.5475	0	376	1
I	1365000	1365199	2.685	0.3673	0	376	1
I	1365200	1365399	2.354	0.03697	0	376	1
I	1365400	1365599	2.366	0.04918	0	376	1
I	1365600	1365799	2.087	-0.2307	0	376	1
I	1365800	1365999	1.882	-0.4349	0	376	1
I	1366000	1366199	1.745	-0.5718	0	376	1
I	1366200	1366399	1.557	-0.7605	0	376	1
I	1366400	1366599	1.662	-0.6555	0	376	1
I	1366600	1366799	 1.92	-0.3975	0	376	1
I	1366800	1366999	1.954	-0.3635	0	376	1
I	1367000	1367199	2.218	-0.09963	0	376	1
I	1367200	1367399	2.432	0.1147	0	376	1
I	1367400	1367599	2.416	0.09854	0	376	1
I	1367600	1367799	2.621	0.3041	0	376	1
I	1367800	1367999	2.706	0.3885	0	376	1
I	1368000	1368199	 2.85	0.5325	1	376.5	0
I	1368200	1368399	2.782	0.4645	0	377	0
I	1368400	1368599	2.743	0.426	0	377	0
I	1368600	1368799	2.521	0.2033	0	377	0
I	1368800	1368999	2.375	0.05741	0	377	0
I	1369000	1369199	2.513	0.1954	0	377	0
I	1369200	1369399	2.596	0.2791	0	377	0
I	1369400	1369599	2.764	0.4471	0	377	0
I	1369600	1369799	2.818	0.501	0	377	0
I	1369800	1369999	2.922	0.6044	1	377.5	0
I	1370000	1370199	2.875	0.5577	0	378	0
I	1370200	1370399	2.858	0.5403	0	378	0
I	1370400	1370599	2.835	0.518	0	378	0
I	1370600	1370799	2.858	0.5409	0	378	0
I	1370800	1370999	3.041	0.7236	0	378	0
I	1371000	1371199	3.272	0.9548	1	378.5	0
I	1371200	1371399	2.815	0.4978	0	379	0
I	1371400	1371599	2.647	 0.33	0	379	0
I	1371600	1371799	2.788	0.4703	0	379	0
I	1371800	1371999	3.114	0.7971	1	379.5	0
I	1372000	1372199	2.078	-0.2396	0	380	1
I	1372200	1372399	2.155	-0.1619	0	380	1
I	1372400	1372599	2.247	-0.0703	0	380	1
I	1372600	1372799	2.328	0.01101	1	380.5	0
I	1372800	1372999	2.176	-0.1412	0	381	1
I	1373000	1373199	1.956	-0.3612	0	381	1
I	1373200	1373399	1.778	-0.5393	0	381	1
I	1373400	1373599	1.547	-0.7706	0	381	1
I	1373600	1373799	1.467	-0.85	0	381	1
I	1373800	1373999	1.254	-1.063	0	381	1
I	1374000	1374199	1.167	-1.15	0	381	1
I	1374200	1374399	1.182	-1.135	0	381	1
I	1374400	1374599	1.259	-1.058	0	381	1
I	1374600	1374799	1.622	-0.6952	0	381	1
I	1374800	1374999	2.116	-0.2015	0	381	1
I	1375000	1375199	2.408	0.09082	0	381	1
I	1375200	1375399	2.852	0.5343	0	381	1
I	1375400	1375599	 2.92	0.6027	0	381	1
I	1375600	1375799	3.233	0.9162	1	381.5	0
I	1375800	1375999	 3.19	0.8723	0	382	1
I	1376000	1376199	3.158	0.8403	0	382	1
I	1376200	1376399	2.705	0.3879	0	382	1
I	1376400	1376599	2.654	0.3371	0	382	1
I	1376600	1376799	2.471	0.1542	0	382	1
I	1376800	1376999	2.353	0.036	0	382	1
I	1377000	1377199	 2.23	-0.08711	0	382	1
I	1377200	1377399	2.112	-0.205	0	382	1
I	1377400	1377599	 1.43	-0.887	0	382	1
I	1377600	1377799	1.341	-0.976	0	382	1
I	1377800	1377999	1.199	-1.118	0	382	1
I	1378000	1378199	1.259	-1.059	0	382	1
I	1378200	1378399	1.309	-1.008	0	382	1
I	1378400	1378599	1.356	-0.9613	0	382	1
I	1378600	1378799	1.294	-1.023	0	382	1
I	1378800	1378999	1.381	-0.9363	0	382	1
I	1379000	1379199	1.519	-0.7981	0	382	1
I	1379200	1379399	1.488	-0.8295	0	382	1
I	1379400	1379599	1.563	-0.7544	0	382	1
I	1379600	1379799	1.595	-0.7224	0	382	1
I	1379800	1379999	1.655	-0.6624	0	382	1
I	1380000	1380199	 1.67	-0.6478	0	382	1
I	1380200	1380399	1.648	-0.6688	0	382	1
I	1380400	1380599	1.576	-0.7408	0	382	1
I	1380600	1380799	1.587	-0.7302	0	382	1
I	1380800	1380999	 1.52	-0.7974	0	382	1
I	1381000	1381199	1.435	-0.8825	0	382	1
I	1381200	1381399	1.487	-0.8306	0	382	1
I	1381400	1381599	1.492	-0.8253	0	382	1
I	1381600	1381799	1.645	-0.6724	0	382	1
I	1381800	1381999	1.776	-0.5414	0	382	1
I	1382000	1382199	2.213	-0.1043	0	382	1
I	1382200	1382399	2.254	-0.06339	0	382	1
I	1382400	1382599	2.218	-0.09957	0	382	1
I	1382600	1382799	2.127	-0.19	0	382	1
I	1382800	1382999	 2.04	-0.2772	0	382	1
I	1383000	1383199	2.027	-0.2907	0	382	1
I	1383200	1383399	2.013	-0.3046	0	382	1
I	1383400	1383599	2.011	-0.3062	0	382	1
I	1383600	1383799	2.093	-0.224	0	382	1
I	1383800	1383999	 2.04	-0.2774	0	382	1
I	1384000	1384199	1.995	-0.322	0	382	1
I	1384200	1384399	1.831	-0.4861	0	382	1
I	1384400	1384599	1.694	-0.6235	0	382	1
I	1384600	1384799	1.661	-0.6561	0	382	1
I	1384800	1384999	1.669	-0.6487	0	382	1
I	1385000	1385199	1.736	-0.5811	0	382	1
I	1385200	1385399	1.826	-0.4909	0	382	1
I	1385400	1385599	1.943	-0.3739	0	382	1
I	1385600	1385799	 2.07	-0.2472	0	382	1
I	1385800	1385999	2.132	-0.1857	0	382	1
I	1386000	1386199	2.169	-0.1481	0	382	1
I	1386200	1386399	2.143	-0.1744	0	382	1
I	1386400	1386599	2.184	-0.1332	0	382	1
I	1386600	1386799	2.351	0.03373	0	382	1
I	1386800	1386999	2.582	0.2644	0	382	1
I	1387000	1387199	2.813	0.4957	0	382	1
I	1387200	1387399	2.956	0.6392	0	382	1
I	1387400	1387599	2.941	0.6242	0	382	1
I	1387600	1387799	2.956	0.6392	1	382.5	0
I	1387800	1387999	2.779	0.4619	0	383	1
I	1388000	1388199	2.382	0.06473	0	383	1
I	1388200	1388399	 2.01	-0.3076	0	383	1
I	1388400	1388599	 1.87	-0.4476	0	383	1
I	1388600	1388799	1.661	-0.656	0	383	1
I	1388800	1388999	1.574	-0.7437	0	383	1
I	1389000	1389199	1.637	-0.6799	0	383	1
I	1389200	1389399	1.602	-0.7148	0	383	1
I	1389400	1389599	1.694	-0.6232	0	383	1
I	1389600	1389799	1.677	-0.6405	0	383	1
I	1389800	1389999	1.801	-0.5161	0	383	1
I	1390000	1390199	1.939	-0.3786	0	383	1
I	1390200	1390399	 1.97	-0.3473	0	383	1
I	1390400	1390599	1.977	-0.3407	0	383	1
I	1390600	1390799	2.028	-0.2894	0	383	1
I	1390800	1390999	1.976	-0.3415	0	383	1
I	1391000	1391199	1.902	-0.4148	0	383	1
I	1391200	1391399	1.655	-0.6622	0	383	1
I	1391400	1391599	1.509	-0.8087	0	383	1
I	1391600	1391799	 1.47	-0.8469	0	383	1
I	1391800	1391999	1.472	-0.8454	0	383	1
I	1392000	1392199	 1.68	-0.6372	0	383	1
I	1392200	1392399	 1.77	-0.5477	0	383	1
I	1392400	1392599	2.012	-0.3053	0	383	1
I	1392600	1392799	2.043	-0.2738	0	383	1
I	1392800	1392999	2.434	0.117	0	383	1
I	1393000	1393199	2.727	0.4093	1	383.5	0
I	1393200	1393399	 2.67	0.3524	0	384	1
I	1393400	1393599	2.626	0.3092	0	384	1
I	1393600	1393799	2.633	0.3154	0	384	1
I	1393800	1393999	 2.62	0.3024	0	384	1
I	1394000	1394199	2.365	0.04818	0	384	1
I	1394200	1394399	2.192	-0.1256	0	384	1
I	1394400	1394599	1.841	-0.4764	0	384	1
I	1394600	1394799	1.767	-0.5499	0	384	1
I	1394800	1394999	1.811	-0.506	0	384	1
I	1395000	1395199	1.814	-0.5037	0	384	1
I	1395200	1395399	1.746	-0.5711	0	384	1
I	1395400	1395599	1.925	-0.3927	0	384	1
I	1395600	1395799	1.826	-0.4909	0	384	1
I	1395800	1395999	2.269	-0.04797	0	384	1
I	1396000	1396199	2.278	-0.03946	0	384	1
I	1396200	1396399	2.228	-0.08943	0	384	1
I	1396400	1396599	2.176	-0.1417	0	384	1
I	1396600	1396799	2.119	-0.1987	0	384	1
I	1396800	1396999	2.173	-0.144	0	384	1
I	1397000	1397199	 2.16	-0.1571	0	384	1
I	1397200	1397399	2.177	-0.1404	0	384	1
I	1397400	1397599	2.195	-0.1227	0	384	1
I	1397600	1397799	2.726	0.4083	0	384	1
I	1397800	1397999	2.736	0.4185	0	384	1
I	1398000	1398199	3.955	1.637	0	384	1
I	1398200	1398399	4.558	2.241	0	384	1
I	1398400	1398599	5.292	2.975	0	384	1
I	1398600	1398799	5.956	3.639	1	384.5	0
I	1398800	1398999	5.318	3.001	0	385	1
I	1399000	1399199	5.451	3.134	0	385	1
I	1399200	1399399	5.123	2.805	0	385	1
I	1399400	1399599	4.591	2.274	0	385	1
I	1399600	1399799	4.541	2.224	0	385	1
I	1399800	1399999	4.223	1.906	0	385	1
I	1400000	1400199	3.775	1.458	0	385	1
I	1400200	1400399	2.771	0.4541	0	385	1
I	1400400	1400599	 1.67	-0.6475	0	385	1
I	1400600	1400799	0.9468	-1.37	0	385	1
I	1400800	1400999	0.9537	-1.364	0	385	1
I	1401000	1401199	0.9738	-1.343	0	385	1
I	1401200	1401399	1.374	-0.9437	0	385	1
I	1401400	1401599	1.534	-0.7835	0	385	1
I	1401600	1401799	1.929	-0.3884	0	385	1
I	1401800	1401999	2.148	-0.1689	0	385	1
I	1402000	1402199	2.519	0.2017	0	385	1
I	1402200	1402399	2.878	0.5608	0	385	1
I	1402400	1402599	 3.18	0.8623	0	385	1
I	1402600	1402799	3.439	1.121	0	385	1
I	1402800	1402999	3.783	1.465	0	385	1
I	1403000	1403199	3.926	1.608	1	385.5	0
I	1403200	1403399	 3.72	1.403	0	386	1
I	1403400	1403599	3.382	1.065	0	386	1
I	1403600	1403799	2.552	0.2351	0	386	1
I	1403800	1403999	2.606	0.2884	0	386	1
I	1404000	1404199	2.386	0.06873	0	386	1
I	1404200	1404399	2.359	0.04132	0	386	1
I	1404400	1404599	2.262	-0.05511	0	386	1
I	1404600	1404799	 2.07	-0.2476	0	386	1
I	1404800	1404999	1.971	-0.3462	0	386	1
I	1405000	1405199	1.742	-0.5748	0	386	1
I	1405200	1405399	1.568	-0.7489	0	386	1
I	1405400	1405599	 1.55	-0.7673	0	386	1
I	1405600	1405799	1.587	-0.7298	0	386	1
I	1405800	1405999	1.685	-0.632	0	386	1
I	1406000	1406199	2.064	-0.2533	0	386	1
I	1406200	1406399	2.117	-0.2004	0	386	1
I	1406400	1406599	2.107	-0.2099	0	386	1
I	1406600	1406799	2.082	-0.2353	0	386	1
I	1406800	1406999	2.116	-0.2016	0	386	1
I	1407000	1407199	2.225	-0.09211	0	386	1
I	1407200	1407399	 2.28	-0.03711	0	386	1
I	1407400	1407599	2.292	-0.02535	0	386	1
I	1407600	1407799	2.188	-0.1297	0	386	1
I	1407800	1407999	2.125	-0.1919	0	386	1
I	1408000	1408199	2.096	-0.2217	0	386	1
I	1408200	1408399	1.981	-0.3368	0	386	1
I	1408400	1408599	 1.94	-0.3776	0	386	1
I	1408600	1408799	1.901	-0.4161	0	386	1
I	1408800	1408999	2.059	-0.2584	0	386	1
I	1409000	1409199	1.976	-0.3416	0	386	1
I	1409200	1409399	2.111	-0.2061	0	386	1
I	1409400	1409599	2.106	-0.211	0	386	1
I	1409600	1409799	2.111	-0.2063	0	386	1
I	1409800	1409999	2.166	-0.1513	0	386	1
I	1410000	1410199	2.124	-0.1937	0	386	1
I	1410200	1410399	1.911	-0.4063	0	386	1
I	1410400	1410599	1.981	-0.3365	0	386	1
I	1410600	1410799	1.815	-0.5026	0	386	1
I	1410800	1410999	1.833	-0.4843	0	386	1
I	1411000	1411199	2.103	-0.2143	0	386	1
I	1411200	1411399	2.156	-0.1609	0	386	1
I	1411400	1411599	2.317	-0.0004189	0	386	1
I	1411600	1411799	2.238	-0.07894	0	386	1
I	1411800	1411999	2.255	-0.06271	0	386	1
I	1412000	1412199	2.158	-0.1588	0	386	1
I	1412200	1412399	2.064	-0.2534	0	386	1
I	1412400	1412599	1.845	-0.4726	0	386	1
I	1412600	1412799	1.666	-0.651	0	386	1
I	1412800	1412999	1.538	-0.7793	0	386	1
I	1413000	1413199	1.465	-0.8523	0	386	1
I	1413200	1413399	1.429	-0.8878	0	386	1
I	1413400	1413599	1.406	-0.9109	0	386	1
I	1413600	1413799	1.316	-1.002	0	386	1
I	1413800	1413999	1.345	-0.9719	0	386	1
I	1414000	1414199	1.435	-0.8819	0	386	1
I	1414200	1414399	 1.76	-0.557	0	386	1
I	1414400	1414599	2.204	-0.1131	0	386	1
I	1414600	1414799	2.297	-0.02004	0	386	1
I	1414800	1414999	2.736	0.4186	0	386	1
I	1415000	1415199	 2.96	0.6429	0	386	1
I	1415200	1415399	3.178	0.8611	1	386.5	0
I	1415400	1415599	3.138	0.8212	0	387	1
I	1415600	1415799	2.961	0.6442	0	387	1
I	1415800	1415999	2.815	0.4981	0	387	1
I	1416000	1416199	2.641	0.3234	0	387	1
I	1416200	1416399	2.484	0.1668	0	387	1
I	1416400	1416599	2.256	-0.06103	0	387	1
I	1416600	1416799	2.083	-0.234	0	387	1
I	1416800	1416999	1.742	-0.5757	0	387	1
I	1417000	1417199	 1.54	-0.7771	0	387	1
I	1417200	1417399	1.494	-0.8235	0	387	1
I	1417400	1417599	1.476	-0.8417	0	387	1
I	1417600	1417799	1.575	-0.7422	0	387	1
I	1417800	1417999	 1.66	-0.6577	0	387	1
I	1418000	1418199	1.788	-0.5292	0	387	1
I	1418200	1418399	1.907	-0.4104	0	387	1
I	1418400	1418599	2.098	-0.2194	0	387	1
I	1418600	1418799	2.544	0.2266	0	387	1
I	1418800	1418999	2.791	0.4733	0	387	1
I	1419000	1419199	2.887	0.5694	1	387.5	0
I	1419200	1419399	2.765	0.4478	0	388	1
I	1419400	1419599	2.633	0.3154	0	388	1
I	1419600	1419799	2.512	0.1949	0	388	1
I	1419800	1419999	2.293	-0.02385	0	388	1
I	1420000	1420199	2.055	-0.2626	0	388	1
I	1420200	1420399	2.078	-0.2397	0	388	1
I	1420400	1420599	2.297	-0.0201	0	388	1
I	1420600	1420799	2.797	0.4801	0	388	1
I	1420800	1420999	3.021	0.7041	0	388	1
I	1421000	1421199	3.424	1.107	0	388	1
I	1421200	1421399	4.217	1.899	0	388	1
I	1421400	1421599	4.435	2.118	0	388	1
I	1421600	1421799	4.608	2.291	0	388	1
I	1421800	1421999	4.687	 2.37	1	388.5	0
I	1422000	1422199	4.182	1.864	0	389	1
I	1422200	1422399	3.818	1.501	0	389	1
I	1422400	1422599	 3.21	0.8925	0	389	1
I	1422600	1422799	2.839	0.5212	0	389	1
I	1422800	1422999	2.578	0.2611	0	389	1
I	1423000	1423199	1.156	-1.161	0	389	1
I	1423200	1423399	1.109	-1.208	0	389	1
I	1423400	1423599	1.001	-1.316	0	389	1
I	1423600	1423799	0.9863	-1.331	0	389	1
I	1423800	1423999	0.9803	-1.337	0	389	1
I	1424000	1424199	1.104	-1.214	0	389	1
I	1424200	1424399	1.884	-0.4329	0	389	1
I	1424400	1424599	2.233	-0.08397	0	389	1
I	1424600	1424799	2.602	0.2851	0	389	1
I	1424800	1424999	2.644	0.3266	0	389	1
I	1425000	1425199	2.741	0.4239	0	389	1
I	1425200	1425399	2.825	0.5078	0	389	1
I	1425400	1425599	 2.93	0.6124	0	389	1
I	1425600	1425799	 2.98	0.6624	0	389	1
I	1425800	1425999	3.022	0.7045	1	389.5	0
I	1426000	1426199	2.884	0.5667	0	390	1
I	1426200	1426399	2.527	0.2093	0	390	1
I	1426400	1426599	2.315	-0.002387	0	390	1
I	1426600	1426799	2.152	-0.1649	0	390	1
I	1426800	1426999	2.046	-0.2709	0	390	1
I	1427000	1427199	1.917	-0.4006	0	390	1
I	1427200	1427399	1.752	-0.5656	0	390	1
I	1427400	1427599	1.418	-0.8991	0	390	1
I	1427600	1427799	1.401	-0.9159	0	390	1
I	1427800	1427999	1.324	-0.9933	0	390	1
I	1428000	1428199	1.388	-0.9295	0	390	1
I	1428200	1428399	1.484	-0.8335	0	390	1
I	1428400	1428599	1.617	-0.7004	0	390	1
I	1428600	1428799	1.697	-0.6207	0	390	1
I	1428800	1428999	 1.85	-0.4675	0	390	1
I	1429000	1429199	    2	-0.3177	0	390	1
I	1429200	1429399	2.148	-0.169	0	390	1
I	1429400	1429599	2.217	-0.1002	0	390	1
I	1429600	1429799	2.317	-0.0005657	0	390	1
I	1429800	1429999	2.361	0.0438	0	390	1
I	1430000	1430199	2.456	0.139	1	390.5	0
I	1430200	1430399	2.405	0.08787	0	391	1
I	1430400	1430599	2.254	-0.06354	0	391	1
I	1430600	1430799	2.038	-0.279	0	391	1
I	1430800	1430999	1.582	-0.7348	0	391	1
I	1431000	1431199	1.547	-0.7703	0	391	1
I	1431200	1431399	1.496	-0.8215	0	391	1
I	1431400	1431599	1.408	-0.9097	0	391	1
I	1431600	1431799	1.386	-0.9312	0	391	1
I	1431800	1431999	1.297	-1.02	0	391	1
I	1432000	1432199	1.447	-0.8701	0	391	1
I	1432200	1432399	1.405	-0.9127	0	391	1
I	1432400	1432599	1.486	-0.8314	0	391	1
I	1432600	1432799	1.623	-0.694	0	391	1
I	1432800	1432999	  1.7	-0.6174	0	391	1
I	1433000	1433199	2.633	0.3153	0	391	1
I	1433200	1433399	3.018	0.7012	0	391	1
I	1433400	1433599	3.127	0.8098	0	391	1
I	1433600	1433799	3.715	1.397	1	391.5	0
I	1433800	1433999	3.274	0.9568	0	392	1
I	1434000	1434199	3.264	0.9464	0	392	1
I	1434200	1434399	3.051	0.7334	0	392	1
I	1434400	1434599	2.822	0.505	0	392	1
I	1434600	1434799	2.569	0.2514	0	392	1
I	1434800	1434999	2.346	0.02854	0	392	1
I	1435000	1435199	2.294	-0.02352	0	392	1
I	1435200	1435399	1.971	-0.346	0	392	1
I	1435400	1435599	1.748	-0.569	0	392	1
I	1435600	1435799	1.641	-0.676	0	392	1
I	1435800	1435999	1.659	-0.6586	0	392	1
I	1436000	1436199	1.598	-0.7197	0	392	1
I	1436200	1436399	1.623	-0.6939	0	392	1
I	1436400	1436599	1.651	-0.6663	0	392	1
I	1436600	1436799	1.675	-0.642	0	392	1
I	1436800	1436999	1.698	-0.619	0	392	1
I	1437000	1437199	1.785	-0.5326	0	392	1
I	1437200	1437399	1.746	-0.5711	0	392	1
