bin	chr	start	end
12913	I	2582400	2582599
12914	I	2582600	2582799
12915	I	2582800	2582999
12916	I	2583000	2583199
12917	I	2583200	2583399
12918	I	2583400	2583599
12919	I	2583600	2583799
12920	I	2583800	2583999
12921	I	2584000	2584199
12922	I	2584200	2584399
12923	I	2584400	2584599
12924	I	2584600	2584799
12925	I	2584800	2584999
12926	I	2585000	2585199
12927	I	2585200	2585399
12928	I	2585400	2585599
12929	I	2585600	2585799
12930	I	2585800	2585999
12931	I	2586000	2586199
12932	I	2586200	2586399
12933	I	2586400	2586599
12934	I	2586600	2586799
12935	I	2586800	2586999
12936	I	2587000	2587199
12937	I	2587200	2587399
12938	I	2587400	2587599
12939	I	2587600	2587799
12940	I	2587800	2587999
12941	I	2588000	2588199
12942	I	2588200	2588399
12943	I	2588400	2588599
12944	I	2588600	2588799
12945	I	2588800	2588999
12946	I	2589000	2589199
12947	I	2589200	2589399
12948	I	2589400	2589599
12949	I	2589600	2589799
12950	I	2589800	2589999
12951	I	2590000	2590199
12952	I	2590200	2590399
12953	I	2590400	2590599
12954	I	2590600	2590799
12955	I	2590800	2590999
12956	I	2591000	2591199
12957	I	2591200	2591399
12958	I	2591400	2591599
12959	I	2591600	2591799
12960	I	2591800	2591999
12961	I	2592000	2592199
12962	I	2592200	2592399
12963	I	2592400	2592599
12964	I	2592600	2592799
12965	I	2592800	2592999
12966	I	2593000	2593199
12967	I	2593200	2593399
12968	I	2593400	2593599
12969	I	2593600	2593799
12970	I	2593800	2593999
12971	I	2594000	2594199
12972	I	2594200	2594399
12973	I	2594400	2594599
12974	I	2594600	2594799
12975	I	2594800	2594999
12976	I	2595000	2595199
12977	I	2595200	2595399
12978	I	2595400	2595599
12979	I	2595600	2595799
12980	I	2595800	2595999
12981	I	2596000	2596199
12982	I	2596200	2596399
12983	I	2596400	2596599
12984	I	2596600	2596799
12985	I	2596800	2596999
12986	I	2597000	2597199
12987	I	2597200	2597399
12988	I	2597400	2597599
12989	I	2597600	2597799
12990	I	2597800	2597999
12991	I	2598000	2598199
12992	I	2598200	2598399
12993	I	2598400	2598599
12994	I	2598600	2598799
12995	I	2598800	2598999
12996	I	2599000	2599199
12997	I	2599200	2599399
12998	I	2599400	2599599
12999	I	2599600	2599799
13000	I	2599800	2599999
13001	I	2600000	2600199
13002	I	2600200	2600399
13003	I	2600400	2600599
13004	I	2600600	2600799
13005	I	2600800	2600999
13006	I	2601000	2601199
13007	I	2601200	2601399
13008	I	2601400	2601599
13009	I	2601600	2601799
13010	I	2601800	2601999
13011	I	2602000	2602199
13012	I	2602200	2602399
13013	I	2602400	2602599
13014	I	2602600	2602799
13015	I	2602800	2602999
13016	I	2603000	2603199
13017	I	2603200	2603399
13018	I	2603400	2603599
13019	I	2603600	2603799
13020	I	2603800	2603999
13021	I	2604000	2604199
13022	I	2604200	2604399
13023	I	2604400	2604599
13024	I	2604600	2604799
13025	I	2604800	2604999
13026	I	2605000	2605199
13027	I	2605200	2605399
13028	I	2605400	2605599
13029	I	2605600	2605799
13030	I	2605800	2605999
13031	I	2606000	2606199
13032	I	2606200	2606399
13033	I	2606400	2606599
13034	I	2606600	2606799
13035	I	2606800	2606999
13036	I	2607000	2607199
13037	I	2607200	2607399
13038	I	2607400	2607599
13039	I	2607600	2607799
13040	I	2607800	2607999
13041	I	2608000	2608199
13042	I	2608200	2608399
13043	I	2608400	2608599
13044	I	2608600	2608799
13045	I	2608800	2608999
13046	I	2609000	2609199
13047	I	2609200	2609399
13048	I	2609400	2609599
13049	I	2609600	2609799
13050	I	2609800	2609999
13051	I	2610000	2610199
13052	I	2610200	2610399
13053	I	2610400	2610599
13054	I	2610600	2610799
13055	I	2610800	2610999
13056	I	2611000	2611199
13057	I	2611200	2611399
13058	I	2611400	2611599
13059	I	2611600	2611799
13060	I	2611800	2611999
13061	I	2612000	2612199
13062	I	2612200	2612399
13063	I	2612400	2612599
13064	I	2612600	2612799
13065	I	2612800	2612999
13066	I	2613000	2613199
13067	I	2613200	2613399
13068	I	2613400	2613599
13069	I	2613600	2613799
13070	I	2613800	2613999
13071	I	2614000	2614199
13072	I	2614200	2614399
13073	I	2614400	2614599
13074	I	2614600	2614799
13075	I	2614800	2614999
13076	I	2615000	2615199
13077	I	2615200	2615399
13078	I	2615400	2615599
13079	I	2615600	2615799
13080	I	2615800	2615999
13081	I	2616000	2616199
13082	I	2616200	2616399
13083	I	2616400	2616599
13084	I	2616600	2616799
13085	I	2616800	2616999
13086	I	2617000	2617199
13087	I	2617200	2617399
13088	I	2617400	2617599
13089	I	2617600	2617799
13090	I	2617800	2617999
13091	I	2618000	2618199
13092	I	2618200	2618399
13093	I	2618400	2618599
13094	I	2618600	2618799
13095	I	2618800	2618999
13096	I	2619000	2619199
13097	I	2619200	2619399
13098	I	2619400	2619599
13099	I	2619600	2619799
13100	I	2619800	2619999
13101	I	2620000	2620199
13102	I	2620200	2620399
13103	I	2620400	2620599
13104	I	2620600	2620799
13105	I	2620800	2620999
13106	I	2621000	2621199
13107	I	2621200	2621399
13108	I	2621400	2621599
13109	I	2621600	2621799
13110	I	2621800	2621999
13111	I	2622000	2622199
13112	I	2622200	2622399
13113	I	2622400	2622599
13114	I	2622600	2622799
13115	I	2622800	2622999
13116	I	2623000	2623199
13117	I	2623200	2623399
13118	I	2623400	2623599
13119	I	2623600	2623799
13120	I	2623800	2623999
13121	I	2624000	2624199
13122	I	2624200	2624399
13123	I	2624400	2624599
13124	I	2624600	2624799
13125	I	2624800	2624999
13126	I	2625000	2625199
13127	I	2625200	2625399
13128	I	2625400	2625599
13129	I	2625600	2625799
13130	I	2625800	2625999
13131	I	2626000	2626199
13132	I	2626200	2626399
13133	I	2626400	2626599
13134	I	2626600	2626799
13135	I	2626800	2626999
13136	I	2627000	2627199
13137	I	2627200	2627399
13138	I	2627400	2627599
13139	I	2627600	2627799
13140	I	2627800	2627999
13141	I	2628000	2628199
13142	I	2628200	2628399
13143	I	2628400	2628599
13144	I	2628600	2628799
13145	I	2628800	2628999
13146	I	2629000	2629199
13147	I	2629200	2629399
13148	I	2629400	2629599
13149	I	2629600	2629799
13150	I	2629800	2629999
13151	I	2630000	2630199
13152	I	2630200	2630399
13153	I	2630400	2630599
13154	I	2630600	2630799
13155	I	2630800	2630999
13156	I	2631000	2631199
13157	I	2631200	2631399
13158	I	2631400	2631599
13159	I	2631600	2631799
13160	I	2631800	2631999
13161	I	2632000	2632199
13162	I	2632200	2632399
13163	I	2632400	2632599
13164	I	2632600	2632799
13165	I	2632800	2632999
13166	I	2633000	2633199
13167	I	2633200	2633399
13168	I	2633400	2633599
13169	I	2633600	2633799
13170	I	2633800	2633999
13171	I	2634000	2634199
13172	I	2634200	2634399
13173	I	2634400	2634599
13174	I	2634600	2634799
13175	I	2634800	2634999
13176	I	2635000	2635199
13177	I	2635200	2635399
13178	I	2635400	2635599
13179	I	2635600	2635799
13180	I	2635800	2635999
13181	I	2636000	2636199
13182	I	2636200	2636399
13183	I	2636400	2636599
13184	I	2636600	2636799
13185	I	2636800	2636999
13186	I	2637000	2637199
13187	I	2637200	2637399
13188	I	2637400	2637599
13189	I	2637600	2637799
13190	I	2637800	2637999
13191	I	2638000	2638199
13192	I	2638200	2638399
13193	I	2638400	2638599
13194	I	2638600	2638799
13195	I	2638800	2638999
13196	I	2639000	2639199
13197	I	2639200	2639399
13198	I	2639400	2639599
13199	I	2639600	2639799
13200	I	2639800	2639999
13201	I	2640000	2640199
13202	I	2640200	2640399
13203	I	2640400	2640599
13204	I	2640600	2640799
13205	I	2640800	2640999
13206	I	2641000	2641199
13207	I	2641200	2641399
13208	I	2641400	2641599
13209	I	2641600	2641799
13210	I	2641800	2641999
13211	I	2642000	2642199
13212	I	2642200	2642399
13213	I	2642400	2642599
13214	I	2642600	2642799
13215	I	2642800	2642999
13216	I	2643000	2643199
13217	I	2643200	2643399
13218	I	2643400	2643599
13219	I	2643600	2643799
13220	I	2643800	2643999
13221	I	2644000	2644199
13222	I	2644200	2644399
13223	I	2644400	2644599
13224	I	2644600	2644799
13225	I	2644800	2644999
13226	I	2645000	2645199
13227	I	2645200	2645399
13228	I	2645400	2645599
13229	I	2645600	2645799
13230	I	2645800	2645999
13231	I	2646000	2646199
13232	I	2646200	2646399
13233	I	2646400	2646599
13234	I	2646600	2646799
13235	I	2646800	2646999
13236	I	2647000	2647199
13237	I	2647200	2647399
13238	I	2647400	2647599
13239	I	2647600	2647799
13240	I	2647800	2647999
13241	I	2648000	2648199
13242	I	2648200	2648399
13243	I	2648400	2648599
13244	I	2648600	2648799
13245	I	2648800	2648999
13246	I	2649000	2649199
13247	I	2649200	2649399
13248	I	2649400	2649599
13249	I	2649600	2649799
13250	I	2649800	2649999
13251	I	2650000	2650199
13252	I	2650200	2650399
13253	I	2650400	2650599
13254	I	2650600	2650799
13255	I	2650800	2650999
13256	I	2651000	2651199
13257	I	2651200	2651399
13258	I	2651400	2651599
13259	I	2651600	2651799
13260	I	2651800	2651999
13261	I	2652000	2652199
13262	I	2652200	2652399
13263	I	2652400	2652599
13264	I	2652600	2652799
13265	I	2652800	2652999
13266	I	2653000	2653199
13267	I	2653200	2653399
13268	I	2653400	2653599
13269	I	2653600	2653799
13270	I	2653800	2653999
13271	I	2654000	2654199
13272	I	2654200	2654399
13273	I	2654400	2654599
13274	I	2654600	2654799
13275	I	2654800	2654999
13276	I	2655000	2655199
13277	I	2655200	2655399
13278	I	2655400	2655599
13279	I	2655600	2655799
13280	I	2655800	2655999
13281	I	2656000	2656199
13282	I	2656200	2656399
13283	I	2656400	2656599
13284	I	2656600	2656799
13285	I	2656800	2656999
13286	I	2657000	2657199
13287	I	2657200	2657399
13288	I	2657400	2657599
13289	I	2657600	2657799
13290	I	2657800	2657999
13291	I	2658000	2658199
13292	I	2658200	2658399
13293	I	2658400	2658599
13294	I	2658600	2658799
13295	I	2658800	2658999
13296	I	2659000	2659199
13297	I	2659200	2659399
13298	I	2659400	2659599
13299	I	2659600	2659799
13300	I	2659800	2659999
13301	I	2660000	2660199
13302	I	2660200	2660399
13303	I	2660400	2660599
13304	I	2660600	2660799
13305	I	2660800	2660999
13306	I	2661000	2661199
13307	I	2661200	2661399
13308	I	2661400	2661599
13309	I	2661600	2661799
13310	I	2661800	2661999
13311	I	2662000	2662199
13312	I	2662200	2662399
13313	I	2662400	2662599
13314	I	2662600	2662799
13315	I	2662800	2662999
13316	I	2663000	2663199
13317	I	2663200	2663399
13318	I	2663400	2663599
13319	I	2663600	2663799
13320	I	2663800	2663999
13321	I	2664000	2664199
13322	I	2664200	2664399
13323	I	2664400	2664599
13324	I	2664600	2664799
13325	I	2664800	2664999
13326	I	2665000	2665199
13327	I	2665200	2665399
13328	I	2665400	2665599
13329	I	2665600	2665799
13330	I	2665800	2665999
13331	I	2666000	2666199
13332	I	2666200	2666399
13333	I	2666400	2666599
13334	I	2666600	2666799
13335	I	2666800	2666999
13336	I	2667000	2667199
13337	I	2667200	2667399
13338	I	2667400	2667599
13339	I	2667600	2667799
13340	I	2667800	2667999
13341	I	2668000	2668199
13342	I	2668200	2668399
13343	I	2668400	2668599
13344	I	2668600	2668799
13345	I	2668800	2668999
13346	I	2669000	2669199
13347	I	2669200	2669399
13348	I	2669400	2669599
13349	I	2669600	2669799
13350	I	2669800	2669999
13351	I	2670000	2670199
13352	I	2670200	2670399
13353	I	2670400	2670599
13354	I	2670600	2670799
13355	I	2670800	2670999
13356	I	2671000	2671199
13357	I	2671200	2671399
13358	I	2671400	2671599
13359	I	2671600	2671799
13360	I	2671800	2671999
13361	I	2672000	2672199
13362	I	2672200	2672399
13363	I	2672400	2672599
13364	I	2672600	2672799
13365	I	2672800	2672999
13366	I	2673000	2673199
13367	I	2673200	2673399
13368	I	2673400	2673599
13369	I	2673600	2673799
13370	I	2673800	2673999
13371	I	2674000	2674199
13372	I	2674200	2674399
13373	I	2674400	2674599
13374	I	2674600	2674799
13375	I	2674800	2674999
13376	I	2675000	2675199
13377	I	2675200	2675399
13378	I	2675400	2675599
13379	I	2675600	2675799
13380	I	2675800	2675999
13381	I	2676000	2676199
13382	I	2676200	2676399
13383	I	2676400	2676599
13384	I	2676600	2676799
13385	I	2676800	2676999
13386	I	2677000	2677199
13387	I	2677200	2677399
13388	I	2677400	2677599
13389	I	2677600	2677799
13390	I	2677800	2677999
13391	I	2678000	2678199
13392	I	2678200	2678399
13393	I	2678400	2678599
13394	I	2678600	2678799
13395	I	2678800	2678999
13396	I	2679000	2679199
13397	I	2679200	2679399
13398	I	2679400	2679599
13399	I	2679600	2679799
13400	I	2679800	2679999
13401	I	2680000	2680199
13402	I	2680200	2680399
13403	I	2680400	2680599
13404	I	2680600	2680799
13405	I	2680800	2680999
13406	I	2681000	2681199
13407	I	2681200	2681399
13408	I	2681400	2681599
13409	I	2681600	2681799
13410	I	2681800	2681999
13411	I	2682000	2682199
13412	I	2682200	2682399
13413	I	2682400	2682599
13414	I	2682600	2682799
13415	I	2682800	2682999
13416	I	2683000	2683199
13417	I	2683200	2683399
13418	I	2683400	2683599
13419	I	2683600	2683799
13420	I	2683800	2683999
13421	I	2684000	2684199
13422	I	2684200	2684399
13423	I	2684400	2684599
13424	I	2684600	2684799
13425	I	2684800	2684999
13426	I	2685000	2685199
13427	I	2685200	2685399
13428	I	2685400	2685599
13429	I	2685600	2685799
13430	I	2685800	2685999
13431	I	2686000	2686199
13432	I	2686200	2686399
13433	I	2686400	2686599
13434	I	2686600	2686799
13435	I	2686800	2686999
13436	I	2687000	2687199
13437	I	2687200	2687399
13438	I	2687400	2687599
13439	I	2687600	2687799
13440	I	2687800	2687999
13441	I	2688000	2688199
13442	I	2688200	2688399
13443	I	2688400	2688599
13444	I	2688600	2688799
13445	I	2688800	2688999
13446	I	2689000	2689199
13447	I	2689200	2689399
13448	I	2689400	2689599
13449	I	2689600	2689799
13450	I	2689800	2689999
13451	I	2690000	2690199
13452	I	2690200	2690399
13453	I	2690400	2690599
13454	I	2690600	2690799
13455	I	2690800	2690999
13456	I	2691000	2691199
13457	I	2691200	2691399
13458	I	2691400	2691599
13459	I	2691600	2691799
13460	I	2691800	2691999
13461	I	2692000	2692199
13462	I	2692200	2692399
13463	I	2692400	2692599
13464	I	2692600	2692799
13465	I	2692800	2692999
13466	I	2693000	2693199
13467	I	2693200	2693399
13468	I	2693400	2693599
13469	I	2693600	2693799
13470	I	2693800	2693999
13471	I	2694000	2694199
13472	I	2694200	2694399
13473	I	2694400	2694599
13474	I	2694600	2694799
13475	I	2694800	2694999
13476	I	2695000	2695199
13477	I	2695200	2695399
13478	I	2695400	2695599
13479	I	2695600	2695799
13480	I	2695800	2695999
13481	I	2696000	2696199
13482	I	2696200	2696399
13483	I	2696400	2696599
13484	I	2696600	2696799
13485	I	2696800	2696999
13486	I	2697000	2697199
13487	I	2697200	2697399
13488	I	2697400	2697599
13489	I	2697600	2697799
13490	I	2697800	2697999
13491	I	2698000	2698199
13492	I	2698200	2698399
13493	I	2698400	2698599
13494	I	2698600	2698799
13495	I	2698800	2698999
13496	I	2699000	2699199
13497	I	2699200	2699399
13498	I	2699400	2699599
13499	I	2699600	2699799
13500	I	2699800	2699999
13501	I	2700000	2700199
13502	I	2700200	2700399
13503	I	2700400	2700599
13504	I	2700600	2700799
13505	I	2700800	2700999
13506	I	2701000	2701199
13507	I	2701200	2701399
13508	I	2701400	2701599
13509	I	2701600	2701799
13510	I	2701800	2701999
13511	I	2702000	2702199
13512	I	2702200	2702399
13513	I	2702400	2702599
13514	I	2702600	2702799
13515	I	2702800	2702999
13516	I	2703000	2703199
13517	I	2703200	2703399
13518	I	2703400	2703599
13519	I	2703600	2703799
13520	I	2703800	2703999
13521	I	2704000	2704199
13522	I	2704200	2704399
13523	I	2704400	2704599
13524	I	2704600	2704799
13525	I	2704800	2704999
13526	I	2705000	2705199
13527	I	2705200	2705399
13528	I	2705400	2705599
13529	I	2705600	2705799
13530	I	2705800	2705999
13531	I	2706000	2706199
13532	I	2706200	2706399
13533	I	2706400	2706599
13534	I	2706600	2706799
13535	I	2706800	2706999
13536	I	2707000	2707199
13537	I	2707200	2707399
13538	I	2707400	2707599
13539	I	2707600	2707799
13540	I	2707800	2707999
13541	I	2708000	2708199
13542	I	2708200	2708399
13543	I	2708400	2708599
13544	I	2708600	2708799
13545	I	2708800	2708999
13546	I	2709000	2709199
13547	I	2709200	2709399
13548	I	2709400	2709599
13549	I	2709600	2709799
13550	I	2709800	2709999
13551	I	2710000	2710199
13552	I	2710200	2710399
13553	I	2710400	2710599
13554	I	2710600	2710799
13555	I	2710800	2710999
13556	I	2711000	2711199
13557	I	2711200	2711399
13558	I	2711400	2711599
13559	I	2711600	2711799
13560	I	2711800	2711999
13561	I	2712000	2712199
13562	I	2712200	2712399
13563	I	2712400	2712599
13564	I	2712600	2712799
13565	I	2712800	2712999
13566	I	2713000	2713199
13567	I	2713200	2713399
13568	I	2713400	2713599
13569	I	2713600	2713799
13570	I	2713800	2713999
13571	I	2714000	2714199
13572	I	2714200	2714399
13573	I	2714400	2714599
13574	I	2714600	2714799
13575	I	2714800	2714999
13576	I	2715000	2715199
13577	I	2715200	2715399
13578	I	2715400	2715599
13579	I	2715600	2715799
13580	I	2715800	2715999
13581	I	2716000	2716199
13582	I	2716200	2716399
13583	I	2716400	2716599
13584	I	2716600	2716799
13585	I	2716800	2716999
13586	I	2717000	2717199
13587	I	2717200	2717399
13588	I	2717400	2717599
13589	I	2717600	2717799
13590	I	2717800	2717999
13591	I	2718000	2718199
13592	I	2718200	2718399
13593	I	2718400	2718599
13594	I	2718600	2718799
13595	I	2718800	2718999
13596	I	2719000	2719199
13597	I	2719200	2719399
13598	I	2719400	2719599
13599	I	2719600	2719799
13600	I	2719800	2719999
13601	I	2720000	2720199
13602	I	2720200	2720399
13603	I	2720400	2720599
13604	I	2720600	2720799
13605	I	2720800	2720999
13606	I	2721000	2721199
13607	I	2721200	2721399
13608	I	2721400	2721599
13609	I	2721600	2721799
13610	I	2721800	2721999
13611	I	2722000	2722199
13612	I	2722200	2722399
13613	I	2722400	2722599
13614	I	2722600	2722799
13615	I	2722800	2722999
13616	I	2723000	2723199
13617	I	2723200	2723399
13618	I	2723400	2723599
13619	I	2723600	2723799
13620	I	2723800	2723999
13621	I	2724000	2724199
13622	I	2724200	2724399
13623	I	2724400	2724599
13624	I	2724600	2724799
13625	I	2724800	2724999
13626	I	2725000	2725199
13627	I	2725200	2725399
13628	I	2725400	2725599
13629	I	2725600	2725799
13630	I	2725800	2725999
13631	I	2726000	2726199
13632	I	2726200	2726399
13633	I	2726400	2726599
13634	I	2726600	2726799
13635	I	2726800	2726999
13636	I	2727000	2727199
13637	I	2727200	2727399
13638	I	2727400	2727599
13639	I	2727600	2727799
13640	I	2727800	2727999
13641	I	2728000	2728199
13642	I	2728200	2728399
13643	I	2728400	2728599
13644	I	2728600	2728799
13645	I	2728800	2728999
13646	I	2729000	2729199
13647	I	2729200	2729399
13648	I	2729400	2729599
13649	I	2729600	2729799
13650	I	2729800	2729999
13651	I	2730000	2730199
13652	I	2730200	2730399
13653	I	2730400	2730599
13654	I	2730600	2730799
13655	I	2730800	2730999
13656	I	2731000	2731199
13657	I	2731200	2731399
13658	I	2731400	2731599
13659	I	2731600	2731799
13660	I	2731800	2731999
13661	I	2732000	2732199
13662	I	2732200	2732399
13663	I	2732400	2732599
13664	I	2732600	2732799
13665	I	2732800	2732999
13666	I	2733000	2733199
13667	I	2733200	2733399
13668	I	2733400	2733599
13669	I	2733600	2733799
13670	I	2733800	2733999
13671	I	2734000	2734199
13672	I	2734200	2734399
13673	I	2734400	2734599
13674	I	2734600	2734799
13675	I	2734800	2734999
13676	I	2735000	2735199
13677	I	2735200	2735399
13678	I	2735400	2735599
13679	I	2735600	2735799
13680	I	2735800	2735999
13681	I	2736000	2736199
13682	I	2736200	2736399
13683	I	2736400	2736599
13684	I	2736600	2736799
13685	I	2736800	2736999
13686	I	2737000	2737199
13687	I	2737200	2737399
13688	I	2737400	2737599
13689	I	2737600	2737799
13690	I	2737800	2737999
13691	I	2738000	2738199
13692	I	2738200	2738399
13693	I	2738400	2738599
13694	I	2738600	2738799
13695	I	2738800	2738999
13696	I	2739000	2739199
13697	I	2739200	2739399
13698	I	2739400	2739599
13699	I	2739600	2739799
13700	I	2739800	2739999
13701	I	2740000	2740199
13702	I	2740200	2740399
13703	I	2740400	2740599
13704	I	2740600	2740799
13705	I	2740800	2740999
13706	I	2741000	2741199
13707	I	2741200	2741399
13708	I	2741400	2741599
13709	I	2741600	2741799
13710	I	2741800	2741999
13711	I	2742000	2742199
13712	I	2742200	2742399
13713	I	2742400	2742599
13714	I	2742600	2742799
13715	I	2742800	2742999
13716	I	2743000	2743199
13717	I	2743200	2743399
13718	I	2743400	2743599
13719	I	2743600	2743799
13720	I	2743800	2743999
13721	I	2744000	2744199
13722	I	2744200	2744399
13723	I	2744400	2744599
13724	I	2744600	2744799
13725	I	2744800	2744999
13726	I	2745000	2745199
13727	I	2745200	2745399
13728	I	2745400	2745599
13729	I	2745600	2745799
13730	I	2745800	2745999
13731	I	2746000	2746199
13732	I	2746200	2746399
13733	I	2746400	2746599
13734	I	2746600	2746799
13735	I	2746800	2746999
13736	I	2747000	2747199
13737	I	2747200	2747399
13738	I	2747400	2747599
13739	I	2747600	2747799
13740	I	2747800	2747999
13741	I	2748000	2748199
13742	I	2748200	2748399
13743	I	2748400	2748599
13744	I	2748600	2748799
13745	I	2748800	2748999
13746	I	2749000	2749199
13747	I	2749200	2749399
13748	I	2749400	2749599
13749	I	2749600	2749799
13750	I	2749800	2749999
13751	I	2750000	2750199
13752	I	2750200	2750399
13753	I	2750400	2750599
13754	I	2750600	2750799
13755	I	2750800	2750999
13756	I	2751000	2751199
13757	I	2751200	2751399
13758	I	2751400	2751599
13759	I	2751600	2751799
13760	I	2751800	2751999
13761	I	2752000	2752199
13762	I	2752200	2752399
13763	I	2752400	2752599
13764	I	2752600	2752799
13765	I	2752800	2752999
13766	I	2753000	2753199
13767	I	2753200	2753399
13768	I	2753400	2753599
13769	I	2753600	2753799
13770	I	2753800	2753999
13771	I	2754000	2754199
13772	I	2754200	2754399
13773	I	2754400	2754599
13774	I	2754600	2754799
13775	I	2754800	2754999
13776	I	2755000	2755199
13777	I	2755200	2755399
13778	I	2755400	2755599
13779	I	2755600	2755799
13780	I	2755800	2755999
13781	I	2756000	2756199
13782	I	2756200	2756399
13783	I	2756400	2756599
13784	I	2756600	2756799
13785	I	2756800	2756999
13786	I	2757000	2757199
13787	I	2757200	2757399
13788	I	2757400	2757599
13789	I	2757600	2757799
13790	I	2757800	2757999
13791	I	2758000	2758199
13792	I	2758200	2758399
13793	I	2758400	2758599
13794	I	2758600	2758799
13795	I	2758800	2758999
13796	I	2759000	2759199
13797	I	2759200	2759399
13798	I	2759400	2759599
13799	I	2759600	2759799
13800	I	2759800	2759999
13801	I	2760000	2760199
13802	I	2760200	2760399
13803	I	2760400	2760599
13804	I	2760600	2760799
13805	I	2760800	2760999
13806	I	2761000	2761199
13807	I	2761200	2761399
13808	I	2761400	2761599
13809	I	2761600	2761799
13810	I	2761800	2761999
13811	I	2762000	2762199
13812	I	2762200	2762399
13813	I	2762400	2762599
13814	I	2762600	2762799
13815	I	2762800	2762999
13816	I	2763000	2763199
13817	I	2763200	2763399
13818	I	2763400	2763599
13819	I	2763600	2763799
13820	I	2763800	2763999
13821	I	2764000	2764199
13822	I	2764200	2764399
13823	I	2764400	2764599
13824	I	2764600	2764799
13825	I	2764800	2764999
13826	I	2765000	2765199
13827	I	2765200	2765399
13828	I	2765400	2765599
13829	I	2765600	2765799
13830	I	2765800	2765999
13831	I	2766000	2766199
13832	I	2766200	2766399
13833	I	2766400	2766599
13834	I	2766600	2766799
13835	I	2766800	2766999
13836	I	2767000	2767199
13837	I	2767200	2767399
13838	I	2767400	2767599
13839	I	2767600	2767799
13840	I	2767800	2767999
13841	I	2768000	2768199
13842	I	2768200	2768399
13843	I	2768400	2768599
13844	I	2768600	2768799
13845	I	2768800	2768999
13846	I	2769000	2769199
13847	I	2769200	2769399
13848	I	2769400	2769599
13849	I	2769600	2769799
13850	I	2769800	2769999
13851	I	2770000	2770199
13852	I	2770200	2770399
13853	I	2770400	2770599
13854	I	2770600	2770799
13855	I	2770800	2770999
13856	I	2771000	2771199
13857	I	2771200	2771399
13858	I	2771400	2771599
13859	I	2771600	2771799
13860	I	2771800	2771999
13861	I	2772000	2772199
13862	I	2772200	2772399
13863	I	2772400	2772599
13864	I	2772600	2772799
13865	I	2772800	2772999
13866	I	2773000	2773199
13867	I	2773200	2773399
13868	I	2773400	2773599
13869	I	2773600	2773799
13870	I	2773800	2773999
13871	I	2774000	2774199
13872	I	2774200	2774399
13873	I	2774400	2774599
13874	I	2774600	2774799
13875	I	2774800	2774999
13876	I	2775000	2775199
13877	I	2775200	2775399
13878	I	2775400	2775599
13879	I	2775600	2775799
13880	I	2775800	2775999
13881	I	2776000	2776199
13882	I	2776200	2776399
13883	I	2776400	2776599
13884	I	2776600	2776799
13885	I	2776800	2776999
13886	I	2777000	2777199
13887	I	2777200	2777399
13888	I	2777400	2777599
13889	I	2777600	2777799
13890	I	2777800	2777999
13891	I	2778000	2778199
13892	I	2778200	2778399
13893	I	2778400	2778599
13894	I	2778600	2778799
13895	I	2778800	2778999
13896	I	2779000	2779199
13897	I	2779200	2779399
13898	I	2779400	2779599
13899	I	2779600	2779799
13900	I	2779800	2779999
13901	I	2780000	2780199
13902	I	2780200	2780399
13903	I	2780400	2780599
13904	I	2780600	2780799
13905	I	2780800	2780999
13906	I	2781000	2781199
13907	I	2781200	2781399
13908	I	2781400	2781599
13909	I	2781600	2781799
13910	I	2781800	2781999
13911	I	2782000	2782199
13912	I	2782200	2782399
13913	I	2782400	2782599
13914	I	2782600	2782799
13915	I	2782800	2782999
13916	I	2783000	2783199
13917	I	2783200	2783399
13918	I	2783400	2783599
13919	I	2783600	2783799
13920	I	2783800	2783999
13921	I	2784000	2784199
13922	I	2784200	2784399
13923	I	2784400	2784599
13924	I	2784600	2784799
13925	I	2784800	2784999
13926	I	2785000	2785199
13927	I	2785200	2785399
13928	I	2785400	2785599
13929	I	2785600	2785799
13930	I	2785800	2785999
13931	I	2786000	2786199
13932	I	2786200	2786399
13933	I	2786400	2786599
13934	I	2786600	2786799
13935	I	2786800	2786999
13936	I	2787000	2787199
13937	I	2787200	2787399
13938	I	2787400	2787599
13939	I	2787600	2787799
13940	I	2787800	2787999
13941	I	2788000	2788199
13942	I	2788200	2788399
13943	I	2788400	2788599
13944	I	2788600	2788799
13945	I	2788800	2788999
13946	I	2789000	2789199
13947	I	2789200	2789399
13948	I	2789400	2789599
13949	I	2789600	2789799
13950	I	2789800	2789999
13951	I	2790000	2790199
13952	I	2790200	2790399
13953	I	2790400	2790599
13954	I	2790600	2790799
13955	I	2790800	2790999
13956	I	2791000	2791199
13957	I	2791200	2791399
13958	I	2791400	2791599
13959	I	2791600	2791799
13960	I	2791800	2791999
13961	I	2792000	2792199
13962	I	2792200	2792399
13963	I	2792400	2792599
13964	I	2792600	2792799
13965	I	2792800	2792999
13966	I	2793000	2793199
13967	I	2793200	2793399
13968	I	2793400	2793599
13969	I	2793600	2793799
13970	I	2793800	2793999
13971	I	2794000	2794199
13972	I	2794200	2794399
13973	I	2794400	2794599
13974	I	2794600	2794799
13975	I	2794800	2794999
13976	I	2795000	2795199
13977	I	2795200	2795399
13978	I	2795400	2795599
13979	I	2795600	2795799
13980	I	2795800	2795999
13981	I	2796000	2796199
13982	I	2796200	2796399
13983	I	2796400	2796599
13984	I	2796600	2796799
13985	I	2796800	2796999
13986	I	2797000	2797199
13987	I	2797200	2797399
13988	I	2797400	2797599
